size, quality, price
0.84,5,4736
0.91,4,4665
1.06,4,7191
1.59,5,10752
0.91,3,3606
1.28,4,7517
1.05,2,9330
1.16,4,7589
1.23,4,7717
1.02,5,6266
2.16,4,20740
1.29,5,13142
0.9,4,9090
2.07,5,29219
0.81,5,3544
1.57,5,10633
1.81,4,18835
2.01,5,34538
1.07,5,5813
0.81,4,3308
2.03,4,20550
1.2,4,6972
1.0,5,9685
1.5,4,10873
1.08,5,6539
1.2,5,7473
2.0,5,31924
2.01,3,20340
1.62,4,16625
0.8,5,3293
1.01,3,4616
1.03,5,6902
0.77,4,3488
1.2,4,8769
1.01,4,4313
1.62,5,16183
1.53,3,11349
1.03,5,8612
1.2,4,5352
0.96,4,5913
1.0,4,4793
1.03,5,6460
2.01,4,27183
1.2,5,7372
0.9,2,4740
0.78,5,4183
2.01,3,31365
2.41,4,51271
0.8,4,2473
1.13,4,8561
1.28,5,6600
2.16,4,17904
1.02,3,5884
1.02,4,6632
2.07,4,22900
2.74,4,27285
0.91,5,3872
1.13,4,6534
0.9,1,4358
1.19,5,7466
1.03,5,5356
1.0,4,6694
2.02,4,21928
2.02,3,52570
1.08,3,5403
2.02,5,64453
2.02,4,18731
1.02,5,7020
2.14,5,20362
1.59,5,12098
1.0,4,5939
0.91,5,3697
2.01,3,17879
1.51,4,9694
1.5,2,21002
2.41,5,20928
1.22,4,9495
1.01,4,5085
0.9,3,3804
1.23,4,10004
1.0,4,5568
0.75,5,3949
1.01,5,8869
1.32,5,9572
2.79,5,101561
1.3,4,7985
1.25,4,7227
2.18,5,19379
0.77,5,4407
1.01,4,6552
1.14,5,9037
0.75,4,2923
1.56,4,9494
0.9,3,3967
1.14,5,8743
0.76,4,2551
1.05,4,7913
1.09,5,6419
1.21,5,11019
0.78,4,2945
1.32,5,11419
1.21,5,8629
2.0,4,35038
0.9,3,4190
2.91,3,27277
0.92,5,8058
1.01,4,6845
1.22,5,9203
0.9,4,4334
0.9,4,5434
1.01,4,6632
1.06,4,9433
0.79,4,4003
0.76,3,3057
1.17,5,10431
1.55,5,12526
0.81,2,3514
1.44,4,12117
1.35,4,13053
1.51,4,13624
1.05,5,5361
1.01,4,6288
2.08,5,17637
1.15,5,6552
0.9,4,4078
0.9,4,6892
1.57,5,12396
0.92,5,4568
1.09,4,7281
1.06,4,6230
1.12,5,8080
1.07,2,5800
1.06,3,6893
0.82,5,4135
1.5,3,15665
2.01,4,26043
1.57,4,9809
1.01,4,6714
2.31,5,28792
2.16,5,38366
1.08,2,10292
2.63,3,30387
2.01,4,16901
1.02,4,4150
2.04,4,19629
0.91,1,3581
2.03,5,25313
0.8,5,3653
2.59,4,25158
0.9,4,4034
1.53,5,13386
1.01,4,5165
1.58,5,18965
2.17,5,17984
1.5,3,9620
1.5,4,15013
2.01,5,16766
1.01,3,5972
0.91,4,3924
1.08,2,8529
0.76,5,3927
1.12,5,5818
2.15,5,19592
2.02,4,33787
1.22,5,9239
1.25,4,11589
1.08,4,9168
1.22,5,8830
0.9,3,3788
0.81,2,4387
1.0,4,5671
1.02,4,6166
1.0,1,4925
2.05,5,22892
1.01,5,7121
0.9,4,3533
1.01,5,9463
1.52,5,9358
0.91,5,4666
1.01,3,5073
2.04,5,23045
1.57,4,13516
1.01,2,11400
1.03,3,4413
1.51,5,12846
1.03,5,5418
2.48,4,23762
1.5,3,8161
1.04,3,4741
1.5,5,11557
1.2,4,7737
1.0,1,5405
1.0,4,4149
1.5,5,33691
1.52,4,13799
1.11,4,6771
0.91,4,4913
1.01,1,5383
1.12,1,5487
1.53,3,11207
0.76,2,3050
1.23,5,10317
1.0,5,5622
0.79,4,2878
2.02,4,21770
1.01,5,5184
1.06,5,7594
1.56,4,12098
0.9,4,4369
2.01,3,20524
0.93,1,4179
0.8,2,4740
1.42,5,18682
0.75,4,3268
1.01,5,4641
1.08,5,10046
1.02,4,7740
2.02,4,15759
0.9,3,3788
1.01,4,5357
1.05,4,5770
1.21,4,7568
1.51,2,18806
1.63,5,14541
1.11,2,9625
0.92,4,4270
0.97,5,5028
0.8,5,3994
1.24,5,6717
1.7,5,16240
1.53,4,11722
1.27,5,11977
2.01,4,16304
1.01,4,4890
2.2,5,28195
2.03,4,16392
2.08,5,27914
2.21,5,24417
2.19,4,52250
1.18,4,5674
1.53,4,12133
0.9,3,4227
1.27,4,7589
0.9,4,4144
2.01,3,20157
0.77,3,2911
1.39,5,9850
1.01,3,4846
1.31,3,7236
1.01,5,5534
1.08,4,7168
1.16,4,6292
1.02,2,9502
1.62,4,10521
1.14,5,5809
1.14,5,7371
2.3,4,28706
1.41,4,14936
0.8,5,4053
1.01,3,6158
2.08,5,28655
0.82,5,4130
1.25,4,8941
1.09,5,6152
1.05,4,5072
0.91,5,4453
0.91,4,4310
2.02,4,17530
1.26,5,10007
1.55,5,10384
0.8,5,4126
2.01,3,21204
1.02,5,5767
1.01,3,6825
2.07,5,20427
2.09,4,18215
1.02,5,8107
1.0,3,6073
0.87,4,3180
1.01,4,8992
0.8,5,4670
0.9,4,4090
1.04,5,7220
1.01,5,9780
2.0,3,19002
0.94,5,4390
1.08,4,9607
2.01,4,26451
1.51,4,11190
0.9,4,4324
2.42,5,27433
1.34,4,7655
1.8,2,16230
1.0,5,5820
1.07,4,5186
1.41,4,25486
2.15,4,31405
0.9,3,3798
2.04,5,30466
1.04,2,9627
2.17,3,16255
1.03,4,5266
0.93,5,4724
1.3,4,6758
1.55,5,18828
1.08,5,7635
2.01,5,25894
2.01,5,31958
0.84,1,3172
0.9,4,4173
1.33,5,9739
1.58,5,11927
2.26,4,34297
1.11,4,5503
2.31,5,20570
0.91,4,4466
1.25,5,9418
1.1,4,9257
1.08,5,5294
0.9,4,4296
1.01,5,10185
1.01,4,7487
2.25,5,29299
0.9,4,4289
2.01,5,34586
2.01,4,15716
0.9,4,4268
2.02,4,18662
1.26,4,11277
0.9,4,5887
1.58,5,12991
1.4,4,11487
2.0,5,51708
1.51,5,11950
1.02,3,5565
0.8,5,2927
1.52,5,9352
0.92,4,3724
0.76,5,3007
2.01,4,28639
1.4,4,7644
1.21,4,6887
0.9,4,4255
2.11,5,25309
1.0,4,5747
0.76,5,3183
1.23,5,6335
1.52,5,11510
0.91,1,4474
0.9,4,3627
1.53,5,12616
0.85,5,4373
1.02,5,6613
1.22,5,9793
1.4,4,14252
2.0,3,20733
2.04,4,42587
2.02,5,27503
1.0,3,6159
1.01,1,5008
0.9,5,4492
2.52,4,25779
0.9,4,4096
2.02,5,20456
1.01,3,4611
1.2,4,9248
1.55,5,9805
1.21,4,6194
0.9,3,3231
1.16,5,12450
1.5,4,13629
1.52,5,24715
0.79,4,3073
1.0,4,6642
0.81,5,3109
0.91,4,3885
0.82,5,3113
1.04,5,6560
1.4,4,11584
1.07,5,5281
1.08,5,5201
1.34,5,10255
2.01,4,21440
1.09,5,8778
2.11,5,26871
1.27,5,7806
0.9,3,4377
1.3,3,12967
2.01,4,23652
1.0,5,9294
1.02,5,7666
0.9,5,6645
1.2,5,6377
1.33,5,9970
1.0,3,8359
1.07,5,6685
0.99,4,5671
2.04,5,20060
1.54,5,14650
0.96,3,4693
2.16,4,26281
2.09,5,28683
1.5,4,9730
1.2,5,7367
1.05,4,5952
2.14,4,28705
0.75,4,3220
1.1,2,6844
1.01,4,4189
2.04,5,28297
1.33,5,10045
1.09,5,6905
1.24,5,10507
0.91,3,3971
1.0,4,4925
1.07,5,7240
2.05,5,16029
1.0,3,5935
2.02,4,24585
0.96,5,8149
1.02,3,4749
1.06,4,6217
0.75,4,3085
1.12,5,5956
1.21,3,6727
2.03,5,31514
1.02,2,8348
2.39,5,23818
1.15,3,5005
1.12,5,8991
1.01,4,4759
0.76,5,3658
1.23,5,10560
1.19,4,15767
1.16,5,10439
1.07,4,6061
1.13,5,12788
2.44,4,36761
1.01,4,9474
1.33,5,16733
1.02,4,5268
0.9,3,3898
0.9,4,4315
0.76,1,2699
2.02,5,19910
2.18,5,18880
1.01,3,4672
1.04,5,5229
1.22,2,8596
2.0,5,23503
2.45,3,32335
1.02,5,5235
2.0,4,27025
2.2,5,41282
1.69,5,16789
0.82,5,3373
1.24,5,6180
1.0,3,4401
1.28,5,9228
2.0,4,19943
1.23,4,11175
2.01,3,17656
2.01,3,14552
1.04,5,13353
0.75,4,4005
1.74,3,16223
1.54,5,9942
1.01,5,7814
1.26,5,8773
2.24,5,45857
1.13,5,10742
1.32,4,10921
0.79,5,3877
1.72,5,17125
2.1,5,28709
1.54,5,20071
1.51,4,14673
2.01,4,19789
1.22,4,9706
1.51,5,10974
2.07,3,26842
2.16,4,19642
1.5,3,11554
1.07,5,7275
1.65,4,11823
1.67,5,16643
2.07,4,17893
0.9,4,4515
2.0,3,17930
1.0,4,5766
1.05,5,8931
0.83,3,3195
1.02,4,4659
2.0,4,20867
1.29,5,26069
2.16,5,21941
1.38,4,12031
2.6,4,51736
1.07,5,5264
1.2,4,7310
0.9,3,4296
1.57,5,15301
1.06,2,8603
1.2,5,14033
0.91,5,4284
1.23,4,5902
2.08,4,29653
2.02,4,63902
1.04,4,8748
1.54,5,17934
1.2,4,10173
1.17,2,6405
0.8,4,2914
2.01,4,21942
1.7,5,44380
0.96,4,4187
1.03,5,5476
1.11,5,4709
2.0,5,21145
2.44,5,46186
1.5,5,13412
2.04,4,33081
2.0,4,21978
2.08,4,28912
1.01,4,5783
1.01,4,4905
1.21,5,13078
0.84,3,2872
2.14,5,21018
0.75,2,3336
2.35,5,58850
1.04,2,9242
1.01,3,4369
2.02,5,26500
1.22,5,5872
1.08,5,7273
1.07,5,5938
1.08,4,5375
0.8,4,3471
1.23,5,7299
2.01,4,20301
1.51,5,13162
2.01,4,57595
1.01,4,4811
1.0,3,4276
0.83,5,3597
2.01,4,18090
1.15,5,10316
0.83,4,3207
2.24,4,32713
2.0,4,22061
1.07,5,8393
2.01,4,22301
1.26,2,6951
1.0,4,7567
1.0,5,5536
0.85,4,3705
1.04,4,4682
2.01,3,20767
1.23,5,10537
0.78,2,3613
2.01,4,19046
0.9,3,4466
1.59,4,10963
1.03,3,8407
1.29,5,8289
1.13,4,9539
1.6,4,10238
2.01,4,20835
1.05,5,10011
1.05,4,5917
1.18,3,5650
1.01,5,7597
2.72,5,65488
1.1,5,7528
1.22,4,7673
2.23,5,30452
1.12,5,9010
1.0,4,7361
1.11,4,4977
0.76,5,2894
1.05,4,6373
1.52,4,13435
1.18,5,11415
1.08,4,5515
1.54,4,10518
1.41,5,11817
1.0,4,6208
2.02,4,25256
1.0,3,6163
0.81,5,3870
1.06,5,6069
1.22,5,8014
1.07,3,4786
1.13,2,10396
1.53,4,11897
1.03,5,11309
1.07,5,5417
1.51,4,13497
1.09,4,7378
2.09,5,35205
1.31,5,11728
1.5,4,11520
0.9,5,3908
0.87,1,3166
1.51,4,9813
1.0,4,5175
1.01,4,5861
1.51,4,16716
0.95,2,6216
2.01,5,18852
0.91,4,5302
0.9,4,3679
1.04,4,5070
2.1,3,18575
1.1,4,7056
2.01,5,19593
2.21,4,16941
1.02,5,7465
1.07,4,6751
1.07,5,7858
1.52,5,15793
1.53,2,19713
1.06,4,5090
1.18,5,5412
1.14,4,12647
1.02,5,5840
1.07,5,6049
0.9,3,4865
0.76,5,3401
0.9,4,4387
2.0,5,44115
1.21,4,10355
1.01,5,8869
0.9,4,4662
2.62,5,30599
1.02,2,8737
2.01,3,21473
2.02,3,20450
0.9,4,4504
1.16,5,5991
1.08,5,8481
1.02,5,8955
2.0,4,17144
1.53,4,9183
2.35,4,43471
2.12,4,30962
1.06,5,8090
2.27,4,27252
1.01,4,7519
1.62,4,9683
1.2,5,9228
1.79,5,15327
1.32,5,7095
2.24,5,19699
1.2,3,8350
1.53,5,11470
1.36,4,14236
1.01,1,4611
2.02,4,27260
1.02,4,6830
0.78,4,3643
0.91,3,4205
1.18,4,5488
2.01,4,15919
0.8,5,2823
1.2,5,6450
0.9,4,3211
0.9,4,3945
1.01,1,8553
0.91,3,6054
2.02,4,29622
1.26,4,10922
1.14,5,7530
2.12,5,29474
1.02,3,4617
0.85,5,3434
2.11,4,16635
1.01,4,5107
0.77,4,2910
0.85,5,3918
1.59,5,9678
1.5,3,8690
2.03,4,18781
1.03,3,4732
1.11,5,10360
1.03,4,5652
1.24,5,12059
1.01,5,5234
0.9,4,4058
1.0,3,4864
1.02,3,5447
2.02,4,23076
1.52,5,14482
0.75,4,2818
1.01,1,4302
2.01,4,16526
1.2,5,7867
1.5,3,10868
2.03,2,32582
0.8,5,4816
0.75,2,2871
2.3,5,29561
2.23,4,19613
1.0,3,6099
0.9,5,4058
1.26,4,7785
1.0,3,7279
2.01,5,32071
1.08,5,7646
0.9,3,4004
1.2,3,5408
0.93,4,3530
1.14,3,17499
2.2,5,37499
2.03,4,19783
1.52,4,12968
1.29,4,6684
0.79,5,3417
2.0,5,20327
1.37,5,10251
0.9,4,4681
1.01,4,6270
1.04,4,11972
1.01,4,4911
1.01,4,5229
1.01,4,5556
0.78,3,3253
1.22,5,10558
0.9,4,4592
0.9,3,4409
1.19,5,10436
1.0,1,5653
2.0,4,36028
0.9,3,4739
1.22,5,5960
2.03,5,28306
1.09,5,5376
1.24,3,8672
1.06,5,8893
1.27,5,11840
1.56,4,10275
2.17,5,20303
0.96,4,3709
1.16,4,9205
1.1,4,6643
0.9,4,3388
2.01,5,50785
1.02,5,5370
2.18,4,41874
0.8,3,2810
2.01,3,17160
0.86,4,3115
2.01,4,20520
1.01,4,4473
2.01,3,16935
1.01,5,6295
1.11,4,5192
2.02,5,34540
0.76,5,3016
0.91,3,4086
0.9,3,4283
2.03,4,17971
0.77,4,4304
2.02,2,19301
1.24,4,11547
0.79,4,3519
2.0,5,25673
2.01,1,19079
1.84,2,18645
2.0,3,14864
0.87,5,5112
2.01,4,35555
2.02,5,16128
2.09,5,17999
2.0,3,24096
0.8,4,3283
1.13,5,8716
2.04,5,29848
2.2,5,31244
1.0,3,5648
0.9,5,4173
1.13,5,5911
1.0,4,8138
1.02,4,8346
1.51,3,10614
1.52,5,11716
1.1,5,10906
1.58,5,10920
1.34,4,7965
1.05,3,5991
1.2,4,5408
1.07,5,6934
0.75,5,2902
0.8,5,5207
1.2,4,6274
1.21,2,7810
1.27,4,13279
1.01,4,7027
0.9,3,3954
1.09,3,6651
1.57,5,11333
1.23,5,9119
1.2,5,10846
0.8,4,3774
1.01,5,5534
1.01,5,5262
1.02,5,5082
1.11,4,5932
1.63,5,16241
1.09,5,6337
1.01,4,5122
2.17,5,16645
0.79,3,2451
1.36,4,11946
2.21,5,20221
0.77,5,5207
1.12,4,9307
1.03,4,5566
0.91,4,4141
0.9,4,5795
2.29,5,29435
0.91,4,3762
0.77,4,3208
1.25,4,14637
0.85,5,4181
1.63,2,14005
1.01,3,6113
1.5,4,10019
1.58,2,16790
1.68,5,13082
2.01,4,19014
1.27,4,7356
2.01,5,47312
1.18,2,11350
2.01,3,21304
1.02,5,11326
1.03,4,5421
1.08,5,4857
0.8,4,4126
1.0,4,4658
1.21,5,9287
1.24,4,14725
1.57,2,13530
2.33,5,23571
2.07,5,28636
1.26,5,12237
0.91,4,3525
2.0,4,22614
0.92,4,4676
1.01,3,6247
1.06,2,8093
2.0,3,15072
0.76,4,3170
1.03,3,6521
0.92,4,4339
0.9,4,4397
0.91,5,4514
0.87,4,2791
0.78,4,3113
0.8,2,4125
1.22,4,6704
2.01,4,17003
1.58,4,12459
1.22,5,9195
1.0,3,6173
2.01,4,34360
1.51,3,9258
1.02,4,4353
1.01,4,8081
0.81,4,3981
0.94,5,6488
2.11,5,22873
2.01,4,18982
1.09,5,7357
1.02,5,11116
1.02,4,5012
1.0,3,5169
0.9,3,4485
1.06,4,6863
1.02,3,4593
0.91,2,9636
1.56,5,10934
0.93,4,4299
1.5,4,13412
0.78,4,3012
1.02,4,5930
1.57,5,11134
1.0,3,6275
0.9,3,4301
2.03,5,51928
1.12,5,8991
1.56,5,9968
1.59,2,16774
1.0,4,5030
1.02,1,4771
0.8,5,3581
1.01,4,5680
0.9,3,4689
1.07,4,4728
2.02,5,15785
0.8,5,3314
2.0,5,54392
1.02,4,5120
1.27,4,6587
0.92,4,4953
1.04,4,5613
1.0,4,5382
1.65,5,20341
1.0,3,6349
2.37,5,27097
1.0,3,6365
1.29,5,6599
1.21,4,5452
1.01,4,7079
2.28,5,60960
0.92,3,5458
1.21,4,8093
1.09,5,6602
1.08,4,6566
1.51,3,8140
1.0,4,10954
1.0,3,6732
1.5,5,10641
2.0,5,18440
1.09,2,6225
0.92,4,4596
1.02,3,6036
2.14,4,16914
1.02,5,8011
1.07,2,9703
1.0,5,6240
1.11,5,9435
1.71,5,14744
2.11,5,24175
1.2,5,5435
1.06,5,4646
1.03,2,9691
0.78,5,3763
0.96,5,5749
2.26,4,20339
0.91,4,4447
2.07,4,19649
1.05,5,5192
1.12,4,5249
1.5,4,10406
1.52,5,11797
1.18,2,13075
0.79,5,3040
0.82,4,3535
1.03,4,5491
1.2,4,9139
1.21,5,6784
1.33,4,11797
1.01,4,5174
1.05,5,5040
2.01,4,16811
1.0,3,5906
1.5,4,11690
1.39,4,9396
1.53,5,10836
1.0,4,4702
1.02,5,8024
2.02,3,17062
1.26,5,7101
2.01,4,25776
2.01,4,19306
2.04,4,17219
1.22,4,6278
0.82,4,3886
2.04,4,18622
2.01,4,17422
1.53,4,13189
0.75,5,3961
0.77,5,3300
1.07,4,4307
1.26,4,7567
1.52,4,10150
1.59,4,13631
1.01,1,4102
1.0,3,5171
0.91,4,4105
1.3,5,12503
1.05,5,4679
0.8,5,4070
2.02,4,23924
1.03,5,5684
1.32,4,5717
2.01,5,35293
0.92,4,4633
1.25,5,7423
1.81,5,12711
2.01,1,23030
1.7,4,14232
1.06,4,5020
1.07,5,6582
1.52,3,12217
0.94,4,5186
2.03,4,28878
1.03,4,5597
1.07,5,5551
1.51,3,10514
1.0,4,6518
1.01,4,4659
1.01,4,7847
2.0,5,19491
0.9,1,3533
0.92,5,4843
1.19,5,15005
1.21,5,7002
1.0,4,5851
1.51,5,13752
2.11,4,18282
0.91,5,4673
1.21,5,6515
1.26,5,9342
1.27,5,8138
1.0,1,4973
2.01,4,24483
1.53,4,10984
2.03,5,19033
1.86,4,17633
1.07,5,10266
0.91,4,4444
1.12,5,5392
1.54,5,10519
1.01,4,4705
1.5,4,21882
2.1,5,34477
1.01,4,8601
1.03,5,13060
2.06,2,29856
1.05,2,13736
1.2,4,6199
0.78,5,2852
1.0,4,4557
1.62,4,11186
1.8,5,14959
0.9,3,3788
1.5,4,9759
1.06,4,6062
2.11,5,25093
1.51,1,9678
1.08,4,7257
1.02,5,6648
1.01,3,4905
2.5,5,41143
2.0,5,28010
2.55,4,35520
0.9,4,3597
0.93,5,3988
1.31,4,7016
2.01,3,22964
0.76,4,3238
1.57,5,9460
1.03,5,7697
1.01,4,9063
2.01,3,21204
2.22,5,33721
1.01,5,4638
1.4,5,13195
1.52,5,12153
1.04,5,4836
0.77,5,3114
2.05,4,26821
1.61,5,10236
1.0,4,7950
0.93,5,4635
1.01,5,10852
2.1,5,21861
1.01,5,7188
1.23,4,10835
1.17,5,9630
2.27,5,23864
0.87,5,4108
1.05,5,5436
2.25,4,22629
1.38,4,11009
0.91,3,4398
1.01,4,6738
1.01,3,7484
1.0,3,4838
1.63,4,14061
2.11,5,43770
0.91,4,4250
1.05,4,6766
1.62,5,13434
1.8,4,13372
1.15,5,6106
1.02,5,7078
2.23,5,26435
1.53,4,9968
2.62,5,44016
1.5,4,10019
1.01,4,10993
1.14,5,6070
1.05,3,4845
1.05,4,5019
1.0,5,9224
0.83,4,2788
0.82,5,3380
1.06,4,6453
1.03,4,7102
0.9,3,4685
2.3,4,23864
0.99,3,4296
1.01,5,7398
0.85,4,3669
1.23,4,9346
1.09,5,7055
1.01,4,4628
0.76,5,2474
0.9,5,5540
1.5,5,8371
0.91,5,3574
1.07,4,6262
1.53,5,18754
1.21,5,9335
1.01,3,5380
0.76,5,3087
1.53,5,11200
1.0,4,7177
1.0,4,6076
1.69,3,17338
2.37,4,30391
1.0,4,7002
1.01,3,6283
1.67,4,10416
1.01,4,4602
1.03,5,4727
0.76,4,4798
1.0,3,6369
0.79,5,3210
2.27,2,24883
1.55,5,19904
0.91,3,4222
1.54,5,10847
0.79,4,3077
1.56,5,10739
1.09,2,7617
1.2,5,9641
1.6,5,13140
2.01,3,15608
1.0,3,5784
1.56,5,12146
0.75,4,2617
0.82,5,2956
1.52,4,14217
1.3,5,8915
2.03,2,81399
1.01,4,4189
1.29,3,7102
0.9,4,3701
1.01,3,5375
2.01,3,23891
1.01,3,6158
0.76,4,2652
0.95,4,4738
1.06,4,6707
1.01,5,5445
1.5,5,15788
1.56,5,9788
1.01,5,6439
1.04,5,6385
1.04,5,5102
0.91,5,5503
0.8,4,3617
0.9,5,3995
0.81,4,2543
1.01,3,4069
1.29,2,14757
0.91,4,4514
0.77,4,2635
1.0,4,7088
1.0,5,5385
0.87,5,4899
2.1,5,31001
0.9,4,4954
1.2,4,8933
1.07,5,7644
1.71,3,10000
2.06,5,31880
1.14,5,5763
0.9,4,3535
0.9,4,3772
1.26,5,10726
1.01,3,4839
1.0,4,6910
1.52,4,10392
1.15,5,7999
2.0,3,19604
1.2,4,9427
2.02,5,26217
2.05,5,22626
1.03,4,5024
2.02,3,15765
1.02,5,6445
1.03,5,9236
1.01,3,6613
1.01,3,4442
0.79,5,3191
1.26,5,10109
0.79,5,3251
2.06,4,21487
2.02,4,15827
0.8,3,2662
1.55,5,17441
1.58,5,12621
0.94,5,5542
1.23,5,8232
1.51,5,9694
0.92,5,4953
1.03,4,5042
1.0,3,7758
1.04,5,7655
1.18,5,6440
1.01,1,5185
1.6,4,10346
1.51,3,12709
1.12,5,7633
1.05,5,7440
1.64,5,18103
0.75,5,2659
1.34,5,8771
0.95,3,5272
2.53,5,22287
1.03,5,12295
1.15,5,8418
2.62,3,29366
1.51,3,8975
1.14,5,6008
1.1,5,6677
0.8,4,4515
1.09,5,5238
1.05,4,6865
0.82,4,2602
1.04,4,5404
2.07,5,17135
1.55,5,16486
1.0,1,4771
1.34,4,6763
0.83,5,3933
2.09,4,27144
1.54,5,13604
1.22,4,10441
2.0,4,15249
1.01,3,5501
1.16,5,5107
1.07,2,7577
2.12,5,23168
1.52,5,12147
1.21,4,5768
2.02,5,19672
0.83,4,2915
1.0,4,9092
0.9,3,4058
2.23,5,34225
2.01,4,26089
2.09,5,32692
2.09,4,23771
2.01,4,31905
1.01,5,5680
0.91,4,3666
1.05,5,6837
1.14,5,6423
1.01,4,5731
1.22,5,8498
0.76,4,2557
2.0,3,29293
0.9,4,3748
1.18,5,10308
1.29,5,10600
1.2,5,10454
1.34,5,11342
1.31,4,14687
0.82,5,3979
2.07,5,21879
1.26,4,9410
1.51,3,9097
0.91,4,4532
2.0,4,16092
1.52,3,10888
1.59,4,10603
1.12,5,9196
0.9,5,3772
1.01,4,5372
2.01,5,23040
0.9,5,5142
1.13,5,9448
1.51,3,10488
0.75,5,4250
1.0,5,5703
1.13,5,6075
2.49,4,83145
2.16,5,30792
0.93,4,4681
1.13,5,8052
1.01,4,4749
1.0,4,9224
1.01,3,5861
1.39,4,8951
1.85,5,12794
2.07,5,21057
0.9,5,4635
1.0,4,8779
1.5,3,12127
1.0,4,9815
1.06,4,7132
0.9,4,3791
0.91,5,6652
1.1,5,7267
1.56,5,18276
1.01,4,6686
1.23,5,8015
0.91,5,4460
1.52,5,11105
2.04,4,26060
1.08,3,6708
1.0,3,5407
1.03,5,7964
1.12,5,9694
0.8,3,3873
1.0,3,4194
1.01,3,4611
1.21,4,7179
2.03,5,21462
1.21,4,10009
1.07,5,5220
1.05,2,8310
0.77,4,3243
1.08,5,7925
0.9,4,5123
1.01,3,4788
2.01,1,16632
2.16,4,19311
1.51,5,10971
1.24,5,5976
1.8,4,19259
2.05,5,35346
1.67,5,21318
1.14,4,6194
2.51,4,24351
2.23,5,33836
2.27,5,28766
1.0,3,7492
1.3,5,8416
0.9,1,3995
1.01,5,8029
1.34,5,11104
1.52,4,16786
1.01,4,5008
0.79,4,2551
2.01,4,20004
1.63,3,10901
1.29,5,6760
2.05,4,17444
0.9,4,5305
1.28,4,6112
0.91,4,4429
1.27,5,8915
2.06,5,67810
2.0,3,22902
1.03,5,5195
1.0,3,5488
0.82,4,3443
0.78,4,2721
0.77,1,2594
0.9,5,4058
1.14,5,8346
2.45,5,28691
1.2,4,6537
2.09,5,23651
0.9,5,4584
1.03,5,8742
0.9,4,4484
1.02,4,4753
1.53,4,14990
2.07,4,26894
1.24,4,11234
0.92,4,3345
2.28,5,24942
1.21,5,7466
1.0,3,5991
0.91,4,4456
1.21,4,9517
1.04,5,6286
1.12,5,8454
0.9,4,4095
1.01,3,4078
0.9,4,4497
1.21,4,6439
1.5,2,12725
1.08,4,7115
1.12,4,8788
2.2,4,24546
0.9,4,3638
0.76,4,3517
2.03,4,26920
2.06,5,33084
1.16,5,7175
0.9,1,3186
1.06,5,4795
1.0,5,5458
1.02,5,11028
2.03,5,20910
1.15,5,9157
1.21,4,7203
1.64,5,11274
1.21,5,5856
0.9,4,5969
2.01,4,25067
2.09,5,30324
1.02,4,5432
2.02,4,26651
2.01,4,37121
1.09,4,5420
1.09,4,7878
0.77,2,3332
2.18,4,26001
1.51,5,12071
0.91,4,4914
2.31,5,24817
0.9,4,4447
1.0,4,5320
0.76,5,4039
1.01,3,5251
1.2,3,5989
1.06,5,6809
2.07,5,36676
0.9,4,4177
1.14,3,5986
2.2,5,22724
1.13,5,5813
1.2,3,5211
1.03,3,4976
2.53,3,37848
1.07,5,5065
2.14,5,30962
1.19,5,7207
1.52,4,11162
1.65,4,12686
2.51,4,22225
1.03,4,4516
1.12,4,17285
2.0,4,19995
1.03,3,4819
1.01,5,6734
1.13,2,7877
0.93,3,3946
1.11,5,8970
0.9,4,4617
1.17,4,8144
1.03,2,7880
1.08,5,4922
0.84,5,6847
2.0,4,15053
1.55,4,15930
1.51,4,13830
1.45,5,8718
1.42,2,16618
0.91,4,4381
2.12,5,29314
1.21,5,9075
1.02,1,4782
2.0,5,47879
1.2,4,7239
2.19,4,30869
1.19,5,9403
1.21,5,7088
1.07,5,8491
1.06,4,4721
0.86,5,3997
1.51,3,11487
1.52,4,11794
1.13,5,8430
2.0,4,26058
1.26,2,8110
0.83,5,3625
1.0,5,5804
0.96,5,6948
2.0,4,25532
1.01,4,6975
1.21,4,5346
1.72,5,12865
1.17,5,9799
2.28,5,33041
2.02,5,21602
1.51,4,9150
1.02,1,5209
1.03,5,9854
1.51,4,15353
1.7,3,9523
1.71,5,16548
0.9,3,3945
1.0,4,5521
1.38,5,7721
0.82,5,3439
2.41,5,19971
0.77,3,2241
0.93,5,4583
0.8,5,4362
1.0,3,5110
1.56,5,14502
1.02,5,6040
2.01,4,19570
1.74,5,20892
1.01,1,4905
1.03,5,5378
0.82,3,3363
0.93,5,5411
1.16,5,6673
1.01,1,4417
1.0,4,9248
0.91,4,4370
1.6,5,15134
1.01,3,6346
1.04,5,7632
0.77,5,2824
1.04,2,10709
2.02,4,27542
2.01,5,23897
1.11,5,5329
1.52,5,11313
1.12,5,5624
1.5,4,11352
1.5,4,9236
1.01,3,5020
1.02,3,4105
1.01,4,4681
2.01,4,15745
2.02,5,36081
1.08,4,6892
0.9,4,4149
1.51,4,11041
0.91,4,3645
2.07,5,20594
2.41,4,54256
0.99,4,4495
1.11,5,5591
2.01,4,45456
2.01,4,29860
1.7,4,16076
1.09,5,10246
2.29,5,31230
0.86,1,3756
2.35,2,24988
1.32,5,10298
0.9,1,4252
1.57,4,12392
1.54,4,13893
1.5,4,28381
1.06,5,6660
1.54,5,17029
2.02,5,15974
